sp,dutty
192.74,200.0
189.6,185.0
186.53,170.0
183.47,155.0
180.49,140.0
177.08,125.0
173.59,105.0
170.08,90.0
166.5,70.0
162.84,50.0
159.18,35.0
155.51,0.0
151.84,0.0
148.18,0.0
144.57,0.0
141.04,5.0
137.57,15.0
134.18,27.0
130.87,44.0
127.68,62.0
124.62,84.0
121.64,108.0
118.78,136.0
116.03,162.0
113.41,195.0
110.89,210.0
108.54,220.0
106.28,230.0
104.12,240.0
102.05,250.0
100.05,255.0
98.18,255.0
96.39,255.0
94.66,255.0
93.03,255.0
91.47,255.0
89.99,255.0
88.61,255.0
87.27,255.0
86.02,255.0
84.83,255.0
83.68,255.0
82.59,255.0
81.57,255.0
80.61,255.0
79.7,255.0
78.8,255.0
77.96,255.0
77.16,255.0
76.41,255.0
75.69,255.0
75.02,255.0
74.34,255.0
73.7,255.0
73.26,255.0
72.92,255.0
72.66,255.0
72.41,255.0
72.28,255.0
72.18,255.0
72.11,255.0
72.28,255.0
72.5,255.0
72.76,255.0
73.12,255.0
73.52,255.0
73.98,255.0
74.66,255.0
75.35,255.0
76.1,255.0
76.94,255.0
77.84,255.0
78.95,255.0
80.14,255.0
81.45,255.0
82.82,255.0
84.64,255.0
86.47,255.0
88.42,255.0
90.71,255.0
93.02,255.0
95.66,255.0
98.5,255.0
101.57,255.0
105.08,235.0
108.57,220.0
112.66,200.0
117.03,175.0
121.65,155.0
126.56,130.0
131.7,105.0
137.07,75.0
142.59,50.0
148.29,0.0
153.97,0.0
159.73,0.0
165.47,6.0
171.1,19.0
176.02,36.0
181.36,58.0
186.53,85.0
191.47,117.0
196.23,154.0
200.8,192.0
204.67,234.0
208.69,255.0
212.56,255.0
215.55,255.0
218.87,255.0
221.44,255.0
224.28,255.0
226.9,255.0
229.44,255.0
231.33,255.0
233.57,255.0
235.15,255.0
236.54,255.0
238.24,255.0
239.36,255.0
240.74,255.0
241.63,255.0
242.4,255.0
243.02,255.0
243.6,255.0
243.7,255.0
244.01,255.0
244.21,255.0
244.08,255.0
243.86,255.0
243.61,255.0
243.27,255.0
242.81,255.0
242.32,255.0
241.61,255.0
241.01,255.0
240.33,255.0
239.5,255.0
238.47,255.0
237.39,255.0
236.24,255.0
234.99,255.0
233.65,255.0
232.15,255.0
230.55,255.0
228.98,255.0
227.38,255.0
225.6,255.0
223.79,255.0
221.91,255.0
219.78,255.0
217.58,255.0
215.29,255.0
212.93,255.0
210.46,255.0
207.87,255.0
205.29,255.0
202.69,250.0
200.01,240.0
197.36,225.0
194.61,210.0
191.93,195.0
188.72,180.0
185.39,165.0
181.96,145.0
178.37,130.0
174.64,110.0
170.81,90.0
166.94,70.0
162.98,50.0
159.01,35.0
155.01,0.0
151.01,0.0
147.07,0.0
143.19,4.0
139.39,13.0
135.67,25.0
132.08,40.0
128.58,60.0
125.22,81.0
122.0,105.0
118.87,136.0
115.87,166.0
113.06,195.0
110.32,210.0
107.76,225.0
105.31,235.0
102.96,250.0
100.78,255.0
98.73,255.0
96.83,255.0
95.05,255.0
93.39,255.0
91.79,255.0
90.3,255.0
88.91,255.0
87.61,255.0
86.39,255.0
85.25,255.0
84.19,255.0
83.19,255.0
82.25,255.0
81.37,255.0
80.54,255.0
79.73,255.0
78.96,255.0
78.2,255.0
77.48,255.0
76.79,255.0
76.15,255.0
75.51,255.0
74.9,255.0
74.35,255.0
74.0,255.0
73.71,255.0
73.49,255.0
73.32,255.0
73.22,255.0
73.15,255.0
73.15,255.0
73.4,255.0
73.66,255.0
73.97,255.0
74.34,255.0
74.83,255.0
75.31,255.0
76.03,255.0
76.8,255.0
77.67,255.0
78.59,255.0
79.74,255.0
80.95,255.0
82.29,255.0
83.83,255.0
85.55,255.0
87.53,255.0
89.51,255.0
91.88,255.0
94.23,255.0
96.96,255.0
99.84,255.0
103.3,245.0
106.99,230.0
110.65,210.0
114.47,190.0
118.87,170.0
123.5,145.0
128.37,120.0
133.01,95.0
138.25,70.0
143.57,45.0
149.01,0.0
155.19,0.0
160.93,0.0
166.65,7.0
172.33,20.0
178.01,39.0
183.53,62.0
188.89,90.0
194.0,123.0
198.38,161.0
202.97,200.0
207.31,247.0
211.4,255.0
215.2,255.0
218.89,255.0
222.38,255.0
225.66,255.0
228.75,255.0
231.04,255.0
233.08,255.0
234.95,255.0
237.06,255.0
238.95,255.0
240.7,255.0
242.42,255.0
244.07,255.0
245.65,255.0
246.71,255.0
247.65,255.0
248.42,255.0
249.0,255.0
249.13,255.0
249.12,255.0
249.0,255.0
248.72,255.0
248.54,255.0
248.12,255.0
247.61,255.0
247.06,255.0
246.3,255.0
245.61,255.0
244.75,255.0
243.99,255.0
243.01,255.0
241.96,255.0
240.88,255.0
239.74,255.0
238.53,255.0
237.07,255.0
235.64,255.0
234.15,255.0
232.49,255.0
230.84,255.0
229.04,255.0
227.29,255.0
225.21,255.0
223.07,255.0
220.81,255.0
218.43,255.0
215.99,255.0
213.42,255.0
210.83,255.0
208.16,255.0
205.43,255.0
202.67,250.0
199.9,235.0
197.11,225.0
194.37,210.0
191.62,195.0
187.82,175.0
183.79,155.0
179.98,135.0
175.47,115.0
171.14,95.0
166.19,70.0
161.07,45.0
155.74,0.0
150.27,0.0
144.61,0.0
139.52,6.0
133.86,19.0
128.89,36.0
123.43,58.0
118.11,85.0
112.83,120.0
107.72,157.0
102.66,200.0
98.46,243.0
93.84,255.0
90.13,255.0
86.06,255.0
82.22,255.0
78.46,255.0
75.75,255.0
73.21,255.0
70.94,255.0
69.04,255.0
67.47,255.0
66.04,255.0
64.85,255.0
63.85,255.0
63.0,255.0
62.26,255.0
61.67,255.0
61.18,255.0
60.73,255.0
60.4,255.0
60.05,255.0
59.77,255.0
59.51,255.0
59.3,255.0
59.11,255.0
58.92,255.0
58.76,255.0
58.63,255.0
58.51,255.0
58.69,255.0
58.85,255.0
59.06,255.0
59.38,255.0
59.72,255.0
60.09,255.0
60.51,255.0
61.07,255.0
61.67,255.0
62.38,255.0
63.1,255.0
63.85,255.0
64.8,255.0
65.87,255.0
67.03,255.0
68.25,255.0
69.52,255.0
71.05,255.0
72.67,255.0
74.36,255.0
76.19,255.0
78.3,255.0
80.53,255.0
82.9,255.0
85.68,255.0
88.7,255.0
91.91,255.0
95.69,255.0
99.42,255.0
103.37,245.0
107.89,225.0
112.7,200.0
117.8,175.0
123.18,145.0
128.84,120.0
134.7,90.0
140.68,60.0
146.75,30.0
152.89,0.0
159.0,0.0
165.9,6.0
172.06,20.0
178.11,39.0
184.02,64.0
189.78,92.0
195.16,129.0
200.3,168.0
205.14,212.0
209.75,255.0
214.07,255.0
218.19,255.0
221.98,255.0
225.59,255.0
228.91,255.0
232.02,255.0
234.94,255.0
237.06,255.0
238.99,255.0
241.16,255.0
243.17,255.0
244.39,255.0
245.51,255.0
246.48,255.0
247.26,255.0
247.79,255.0
248.22,255.0
248.58,255.0
248.81,255.0
248.95,255.0
248.79,255.0
248.56,255.0
248.24,255.0
247.79,255.0
247.26,255.0
246.65,255.0
246.01,255.0
245.19,255.0
244.28,255.0
243.3,255.0
242.42,255.0
241.52,255.0
240.59,255.0
239.49,255.0
238.27,255.0
236.98,255.0
235.6,255.0
234.29,255.0
232.95,255.0
231.25,255.0
229.54,255.0
227.76,255.0
225.92,255.0
223.9,255.0
221.84,255.0
219.78,255.0
217.58,255.0
215.01,255.0
212.35,255.0
209.61,255.0
206.67,255.0
203.6,255.0
200.46,240.0
197.25,225.0
193.97,205.0
190.58,190.0
187.24,175.0
183.84,155.0
180.46,140.0
177.09,125.0
173.74,105.0
170.43,90.0
167.2,75.0
164.07,60.0
160.92,40.0
157.88,25.0
154.99,0.0
152.2,0.0
149.51,0.0
146.87,0.0
144.43,4.0
142.03,10.0
140.75,18.0
139.76,26.0
139.29,32.0
138.95,42.0
138.95,49.0
139.16,52.0
139.66,58.0
140.19,60.0
141.05,55.0
141.81,55.0
142.65,50.0
143.67,45.0
144.67,40.0
145.7,35.0
146.91,30.0
148.17,0.0
149.45,0.0
150.65,0.0
151.88,0.0
153.1,0.0
154.37,0.0
155.57,0.0
156.75,0.0
157.92,0.0
159.16,3.0
160.31,8.0
161.66,13.0
162.76,20.0
163.82,27.0
165.01,39.0
166.08,49.0
168.74,64.0
171.76,85.0
174.94,110.0
178.96,130.0
183.63,155.0
188.82,180.0
195.52,215.0
202.35,250.0
209.8,255.0
217.86,255.0
225.83,255.0
234.76,255.0
244.01,255.0
253.48,255.0
264.17,255.0
272.54,255.0
281.98,255.0
291.28,255.0
301.57,255.0
310.26,255.0
318.85,255.0
327.06,255.0
333.51,255.0
340.82,255.0
347.04,255.0
352.8,255.0
359.38,255.0
363.26,255.0
367.72,255.0
371.8,255.0
376.9,255.0
380.97,255.0
384.44,255.0
387.65,255.0
390.01,255.0
392.73,255.0
395.39,255.0
397.88,255.0
400.96,255.0
402.0,255.0
403.91,255.0
405.73,255.0
408.23,255.0
409.85,255.0
411.56,255.0
413.2,255.0
414.05,255.0
415.38,255.0
416.56,255.0
417.62,255.0
419.29,255.0
419.54,255.0
420.35,255.0
421.1,255.0
422.51,255.0
423.23,255.0
424.1,255.0
424.97,255.0
425.16,255.0
425.94,255.0
426.64,255.0
426.95,255.0
427.16,255.0
427.46,255.0
427.88,255.0
428.96,255.0
430.2,255.0
430.62,255.0
431.37,255.0
431.84,255.0
432.19,255.0
432.31,255.0
432.72,255.0
432.99,255.0
432.9,255.0
432.76,255.0
432.58,255.0
432.29,255.0
431.92,255.0
431.5,255.0
431.02,255.0
430.51,255.0
429.96,255.0
429.38,255.0
428.76,255.0
426.16,255.0
422.98,255.0
419.04,255.0
414.1,255.0
407.78,255.0
400.18,255.0
391.13,255.0
380.4,255.0
367.91,255.0
353.68,255.0
337.82,255.0
320.51,255.0
302.1,255.0
283.0,255.0
263.68,255.0
244.62,255.0
226.13,255.0
208.55,255.0
192.03,200.0
176.84,120.0
162.85,50.0
150.09,0.0
138.58,0.0
128.07,12.0
118.66,34.0
110.09,63.0
102.36,100.0
95.35,142.0
88.96,192.0
83.18,241.0
77.85,255.0
72.99,255.0
68.53,255.0
64.5,255.0
60.76,255.0
57.35,255.0
54.15,255.0
51.21,255.0
48.5,255.0
45.98,255.0
43.64,255.0
41.45,255.0
39.4,255.0
37.46,255.0
35.7,255.0
34.02,255.0
32.49,255.0
31.02,255.0
29.66,255.0
28.36,255.0
27.16,255.0
26.0,255.0
24.92,255.0
23.91,255.0
22.97,255.0
22.06,255.0
21.2,255.0
20.4,255.0
19.65,255.0
18.9,255.0
18.2,255.0
17.54,255.0
16.92,255.0
16.34,255.0
15.79,255.0
15.27,255.0
14.78,255.0
14.28,255.0
13.8,255.0
13.35,255.0
12.93,255.0
12.52,255.0
12.14,255.0
11.77,255.0
11.42,255.0
11.09,255.0
10.77,255.0
10.47,255.0
10.18,255.0
9.9,255.0
9.64,255.0
9.38,255.0
9.14,255.0
8.91,255.0
8.69,255.0
8.47,255.0
8.27,255.0
8.07,255.0
7.88,255.0
7.7,255.0
7.52,255.0
7.35,255.0
7.19,255.0
7.03,255.0
6.88,255.0
6.74,255.0
6.6,255.0
6.46,255.0
6.33,255.0
6.2,255.0
6.08,255.0
5.96,255.0
5.85,255.0
5.74,255.0
5.63,255.0
5.53,255.0
5.42,255.0
5.33,255.0
5.23,255.0
5.14,255.0
5.05,255.0
4.96,255.0
4.88,255.0
4.8,255.0
4.72,255.0
4.64,255.0
4.57,255.0
4.49,255.0
4.42,255.0
4.35,255.0
4.29,255.0
4.22,255.0
4.16,255.0
4.1,255.0
4.03,255.0
4.22,255.0
4.21,255.0
5.43,255.0
6.98,255.0
8.06,255.0
9.37,255.0
11.02,255.0
12.78,255.0
14.61,255.0
16.65,255.0
18.46,255.0
20.27,255.0
22.5,255.0
24.83,255.0
27.21,255.0
29.72,255.0
32.63,255.0
35.7,255.0
38.96,255.0
42.42,255.0
46.31,255.0
50.42,255.0
54.73,255.0
59.61,255.0
64.76,255.0
70.16,255.0
75.81,255.0
81.74,255.0
87.81,255.0
94.59,255.0
101.56,255.0
108.8,220.0
116.22,180.0
123.1,145.0
129.91,115.0
137.21,75.0
144.26,40.0
151.12,0.0
157.89,0.0
164.51,6.0
170.87,18.0
176.99,36.0
182.85,60.0
188.47,90.0
193.78,123.0
198.8,161.0
203.53,204.0
207.35,247.0
210.81,255.0
214.5,255.0
217.94,255.0
221.02,255.0
224.02,255.0
226.89,255.0
229.59,255.0
231.58,255.0
233.87,255.0
236.03,255.0
238.08,255.0
240.02,255.0
241.93,255.0
243.22,255.0
244.35,255.0
245.74,255.0
246.59,255.0
247.27,255.0
248.27,255.0
248.89,255.0
249.33,255.0
249.4,255.0
249.67,255.0
249.76,255.0
249.81,255.0
249.78,255.0
249.75,255.0
249.62,255.0
249.31,255.0
248.91,255.0
248.47,255.0
247.96,255.0
247.22,255.0
246.42,255.0
245.68,255.0
244.91,255.0
243.96,255.0
242.85,255.0
241.68,255.0
240.41,255.0
239.05,255.0
237.63,255.0
236.13,255.0
234.47,255.0
232.73,255.0
230.82,255.0
228.91,255.0
226.87,255.0
224.8,255.0
222.65,255.0
220.5,255.0
217.9,255.0
215.17,255.0
212.32,255.0
209.3,255.0
206.1,255.0
202.82,250.0
199.41,235.0
195.93,215.0
192.38,200.0
188.77,180.0
185.15,165.0
181.5,145.0
177.86,125.0
174.24,110.0
170.66,90.0
167.18,75.0
163.75,55.0
160.42,40.0
157.15,25.0
154.0,0.0
151.01,0.0
148.08,0.0
145.33,0.0
142.68,5.0
140.13,12.0
137.69,22.0
135.39,34.0
133.19,47.0
131.13,63.0
129.14,80.0
127.28,100.0
125.49,121.0
123.82,145.0
122.24,150.0
120.72,160.0
119.3,165.0
117.96,175.0
116.7,180.0
115.48,185.0
114.33,190.0
113.25,195.0
112.28,200.0
111.32,205.0
110.46,210.0
109.65,215.0
108.89,220.0
108.13,220.0
107.46,225.0
106.78,230.0
106.17,230.0
105.6,235.0
105.06,235.0
104.52,240.0
104.03,240.0
103.57,245.0
103.11,245.0
102.69,250.0
102.27,250.0
101.86,255.0
101.48,255.0
101.11,255.0
100.76,255.0
100.42,255.0
100.11,255.0
99.77,255.0
99.45,255.0
99.15,255.0
98.85,255.0
98.57,255.0
98.3,255.0
98.04,255.0
97.8,255.0
97.56,255.0
97.33,255.0
97.11,255.0
96.92,255.0
96.73,255.0
96.56,255.0
96.39,255.0
96.23,255.0
96.22,255.0
96.26,255.0
96.34,255.0
96.45,255.0
96.81,255.0
97.15,255.0
97.55,255.0
98.22,255.0
98.91,255.0
99.73,255.0
100.66,255.0
101.86,255.0
103.19,245.0
104.67,240.0
106.54,230.0
108.67,220.0
111.03,205.0
113.41,195.0
116.26,180.0
119.1,165.0
122.43,150.0
125.95,135.0
129.82,115.0
133.89,95.0
138.27,70.0
142.83,50.0
147.61,25.0
152.54,0.0
157.6,0.0
162.75,5.0
167.93,15.0
173.15,31.0
177.8,50.0
182.25,75.0
186.43,102.0
190.85,133.0
195.05,172.0
199.19,211.0
203.15,255.0
207.05,255.0
210.77,255.0
214.37,255.0
217.79,255.0
221.05,255.0
224.2,255.0
227.14,255.0
229.47,255.0
232.02,255.0
234.44,255.0
236.69,255.0
238.24,255.0
240.19,255.0
241.49,255.0
242.63,255.0
244.04,255.0
244.9,255.0
245.61,255.0
246.22,255.0
246.48,255.0
246.75,255.0
246.72,255.0
246.58,255.0
246.33,255.0
245.98,255.0
245.55,255.0
245.04,255.0
244.32,255.0
243.5,255.0
242.78,255.0
241.86,255.0
240.84,255.0
239.8,255.0
238.73,255.0
237.56,255.0
236.26,255.0
235.03,255.0
233.51,255.0
232.03,255.0
230.48,255.0
228.79,255.0
227.0,255.0
225.15,255.0
223.36,255.0
221.51,255.0
219.27,255.0
216.87,255.0
214.4,255.0
211.8,255.0
209.05,255.0
206.18,255.0
203.23,255.0
200.21,240.0
197.12,225.0
193.92,205.0
190.75,190.0
187.53,175.0
184.31,160.0
181.15,145.0
178.05,130.0
174.98,110.0
171.98,95.0
169.01,85.0
166.12,70.0
163.32,55.0
160.61,40.0
157.99,25.0
155.45,0.0
153.05,0.0
150.73,0.0
148.44,0.0
146.24,0.0
144.2,4.0
142.24,10.0
140.34,18.0
138.55,28.0
136.82,40.0
135.19,51.0
133.66,66.0
132.22,80.0
130.82,99.0
129.5,115.0
128.26,120.0
127.09,125.0
125.95,135.0
124.87,140.0
123.86,145.0
122.9,150.0
121.99,155.0
121.14,155.0
120.33,160.0
119.57,165.0
118.81,170.0
118.09,170.0
117.41,175.0
116.77,180.0
116.15,180.0
115.57,185.0
115.02,185.0
114.49,190.0
113.96,195.0
113.49,195.0
113.03,195.0
112.6,200.0
112.19,200.0
111.8,205.0
111.43,205.0
111.07,205.0
110.7,210.0
110.35,210.0
110.04,210.0
109.74,215.0
109.45,215.0
109.18,215.0
108.92,220.0
108.67,220.0
108.4,220.0
108.17,220.0
107.95,225.0
107.74,225.0
107.53,225.0
107.33,225.0
107.14,225.0
106.96,230.0
106.78,230.0
106.61,230.0
106.45,230.0
106.29,230.0
106.14,230.0
105.99,235.0
105.44,235.0
105.27,235.0
105.08,235.0
104.9,240.0
104.7,240.0
104.57,240.0
104.58,240.0
104.62,240.0
104.7,240.0
104.84,240.0
105.02,235.0
105.37,235.0
105.71,235.0
106.07,230.0
106.49,230.0
107.12,225.0
107.82,225.0
108.59,220.0
109.6,215.0
110.6,210.0
111.82,205.0
113.15,195.0
114.63,190.0
116.4,180.0
118.18,170.0
120.12,160.0
122.23,150.0
124.73,140.0
127.44,125.0
130.35,110.0
133.53,95.0
136.96,80.0
140.61,60.0
144.17,40.0
148.15,0.0
152.3,0.0
156.23,0.0
160.55,0.0
164.93,6.0
168.89,16.0
173.2,31.0
177.56,50.0
181.42,72.0
185.61,99.0
189.74,129.0
193.3,164.0
197.13,202.0
200.88,240.0
204.55,255.0
208.02,255.0
211.46,255.0
214.81,255.0
218.02,255.0
221.04,255.0
223.98,255.0
226.85,255.0
229.53,255.0
232.1,255.0
234.44,255.0
236.2,255.0
238.3,255.0
239.79,255.0
241.02,255.0
242.1,255.0
243.01,255.0
243.71,255.0
244.27,255.0
244.43,255.0
244.75,255.0
244.96,255.0
244.81,255.0
244.59,255.0
244.31,255.0
243.97,255.0
243.35,255.0
242.79,255.0
242.02,255.0
241.36,255.0
240.46,255.0
239.53,255.0
238.54,255.0
237.39,255.0
236.25,255.0
234.94,255.0
233.6,255.0
232.2,255.0
230.6,255.0
228.94,255.0
227.31,255.0
225.64,255.0
223.67,255.0
221.58,255.0
219.42,255.0
217.15,255.0
214.73,255.0
212.27,255.0
209.73,255.0
207.12,255.0
204.48,255.0
201.82,245.0
199.13,235.0
196.43,220.0
193.2,205.0
189.84,185.0
20.5,0.0
30.26,0.0
37.74,0.0
44.77,0.0
51.98,0.0
58.58,0.0
64.83,0.0
70.74,0.0
76.57,0.0
82.02,0.0
87.31,0.0
92.39,0.0
93.48,0.0
94.04,0.0
94.12,0.0
93.67,0.0
92.51,0.0
91.15,0.0
89.57,0.0
87.77,0.0
85.84,0.0
83.84,0.0
81.72,0.0
79.54,0.0
77.35,0.0
75.15,0.0
72.93,0.0
70.7,0.0
68.46,0.0
66.25,0.0
64.07,0.0
61.92,0.0
59.79,0.0
57.69,0.0
55.66,0.0
53.7,0.0
51.75,0.0
49.86,0.0
48.04,0.0
46.27,0.0
44.55,0.0
42.88,0.0
41.3,0.0
39.77,0.0
38.28,0.0
36.87,0.0
35.5,0.0
34.2,0.0
32.93,0.0
31.73,0.0
30.59,0.0
29.48,0.0
28.42,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.16,0.0
0.41,0.0
0.72,0.0
1.1,1.0
1.56,4.0
2.1,6.0
2.71,11.0
3.41,17.0
4.19,22.0
5.06,30.0
6.02,40.0
7.07,50.0
7.87,64.0
8.65,72.0
14.18,68.0
22.59,62.0
35.73,46.0
57.09,10.0
92.73,50.0
125.75,106.0
165.34,178.0
208.2,255.0
248.95,255.0
280.78,255.0
306.99,255.0
326.97,255.0
341.19,255.0
352.71,255.0
360.94,255.0
365.38,255.0
367.94,255.0
370.85,255.0
371.44,255.0
371.23,255.0
370.64,255.0
369.76,255.0
369.35,255.0
367.99,255.0
366.46,255.0
364.9,255.0
363.19,255.0
361.34,255.0
359.47,255.0
357.59,255.0
355.63,255.0
353.71,255.0
351.66,255.0
349.69,255.0
347.74,255.0
345.77,255.0
343.33,255.0
340.91,255.0
338.86,255.0
336.35,255.0
333.76,255.0
331.1,255.0
328.51,255.0
325.45,255.0
322.62,255.0
319.76,255.0
316.93,255.0
313.68,255.0
310.51,255.0
307.27,255.0
303.97,255.0
300.33,255.0
296.63,255.0
293.18,255.0
289.41,255.0
285.58,255.0
281.54,255.0
277.66,255.0
273.8,255.0
269.72,250.0
265.61,240.0
261.35,232.0
257.06,224.0
252.74,214.0
248.47,206.0
244.18,198.0
239.93,186.0
235.74,178.0
231.25,170.0
226.68,160.0
222.18,152.0
217.62,142.0
213.13,134.0
208.72,122.0
204.38,114.0
200.0,104.0
195.82,96.0
191.79,88.0
187.77,80.0
183.95,72.0
180.33,66.0
176.22,58.0
172.18,50.0
168.14,40.0
164.11,32.0
160.08,24.0
156.12,16.0
152.16,0.0
148.33,0.0
144.56,0.0
140.92,0.0
137.39,2.0
133.98,6.0
130.67,10.0
127.47,16.0
124.37,24.0
121.42,33.0
117.92,44.0
115.03,54.0
111.59,68.0
108.75,82.0
105.36,88.0
102.05,94.0
98.71,102.0
95.39,108.0
92.04,114.0
89.27,120.0
86.07,126.0
82.94,134.0
80.49,138.0
78.21,142.0
75.49,148.0
73.48,152.0
71.71,156.0
70.07,158.0
68.54,162.0
67.23,164.0
66.1,166.0
65.05,170.0
64.13,172.0
63.32,174.0
62.6,176.0
61.94,178.0
61.36,178.0
60.86,180.0
